filename	scene_label
audio/airport-lisbon-1000-40000-0-a.wav	airport
audio/airport-lisbon-1000-40000-1-a.wav	airport
audio/airport-lisbon-1000-40000-2-a.wav	airport
audio/airport-lisbon-1000-40000-3-a.wav	airport
audio/airport-lisbon-1000-40000-4-a.wav	airport
audio/airport-lisbon-1000-40000-5-a.wav	airport
audio/airport-lisbon-1000-40000-6-a.wav	airport
audio/airport-lisbon-1000-40000-7-a.wav	airport
audio/airport-lisbon-1000-40000-8-a.wav	airport
audio/airport-lisbon-1000-40000-9-a.wav	airport
audio/airport-prague-1034-40041-0-a.wav	airport
audio/airport-prague-1034-40041-1-a.wav	airport
audio/airport-prague-1034-40041-2-a.wav	airport
audio/airport-prague-1034-40041-3-a.wav	airport
audio/airport-prague-1034-40041-4-a.wav	airport
audio/airport-prague-1034-40041-5-a.wav	airport
audio/airport-prague-1034-40041-6-a.wav	airport
audio/airport-prague-1034-40041-7-a.wav	airport
audio/airport-prague-1034-40041-8-a.wav	airport
audio/airport-prague-1034-40041-9-a.wav	airport
audio/airport-prague-1069-40257-0-a.wav	airport
audio/airport-prague-1069-40257-1-a.wav	airport
audio/airport-prague-1069-40257-2-a.wav	airport
audio/airport-prague-1069-40257-3-a.wav	airport
audio/airport-prague-1069-40257-4-a.wav	airport
audio/airport-prague-1069-40257-5-a.wav	airport
audio/airport-prague-1069-40257-6-a.wav	airport
audio/airport-prague-1069-40257-7-a.wav	airport
audio/airport-prague-1069-40257-8-a.wav	airport
audio/airport-prague-1069-40257-9-a.wav	airport
audio/airport-prague-1023-40709-0-a.wav	airport
audio/airport-prague-1023-40709-1-a.wav	airport
audio/airport-prague-1023-40709-2-a.wav	airport
audio/airport-prague-1023-40709-3-a.wav	airport
audio/airport-prague-1023-40709-4-a.wav	airport
audio/airport-prague-1023-40709-5-a.wav	airport
audio/airport-prague-1023-40709-6-a.wav	airport
audio/airport-prague-1023-40709-7-a.wav	airport
audio/airport-prague-1023-40709-8-a.wav	airport
audio/airport-prague-1023-40709-9-a.wav	airport
audio/airport-lyon-1095-40765-0-a.wav	airport
audio/airport-lyon-1095-40765-1-a.wav	airport
audio/airport-lyon-1095-40765-2-a.wav	airport
audio/airport-lyon-1095-40765-3-a.wav	airport
audio/airport-lyon-1095-40765-4-a.wav	airport
audio/airport-lyon-1095-40765-5-a.wav	airport
audio/airport-lyon-1095-40765-6-a.wav	airport
audio/airport-lyon-1095-40765-7-a.wav	airport
audio/airport-lyon-1095-40765-8-a.wav	airport
audio/airport-lyon-1095-40765-9-a.wav	airport
audio/airport-lisbon-1122-40992-0-a.wav	airport
audio/airport-lisbon-1122-40992-1-a.wav	airport
audio/airport-lisbon-1122-40992-2-a.wav	airport
audio/airport-lisbon-1122-40992-3-a.wav	airport
audio/airport-lisbon-1122-40992-4-a.wav	airport
audio/airport-lisbon-1122-40992-5-a.wav	airport
audio/airport-lisbon-1122-40992-6-a.wav	airport
audio/airport-lisbon-1122-40992-7-a.wav	airport
audio/airport-lisbon-1122-40992-8-a.wav	airport
audio/airport-lisbon-1122-40992-9-a.wav	airport
audio/airport-lisbon-1000-41411-0-a.wav	airport
audio/airport-lisbon-1000-41411-1-a.wav	airport
audio/airport-lisbon-1000-41411-2-a.wav	airport
audio/airport-lisbon-1000-41411-3-a.wav	airport
audio/airport-lisbon-1000-41411-4-a.wav	airport
audio/airport-lisbon-1000-41411-5-a.wav	airport
audio/airport-lisbon-1000-41411-6-a.wav	airport
audio/airport-lisbon-1000-41411-7-a.wav	airport
audio/airport-lisbon-1000-41411-8-a.wav	airport
audio/airport-lisbon-1000-41411-9-a.wav	airport
audio/airport-lyon-1101-41913-0-a.wav	airport
audio/airport-lyon-1101-41913-1-a.wav	airport
audio/airport-lyon-1101-41913-2-a.wav	airport
audio/airport-lyon-1101-41913-3-a.wav	airport
audio/airport-lyon-1101-41913-4-a.wav	airport
audio/airport-lyon-1101-41913-5-a.wav	airport
audio/airport-lyon-1101-41913-6-a.wav	airport
audio/airport-lyon-1101-41913-7-a.wav	airport
audio/airport-lyon-1101-41913-8-a.wav	airport
audio/airport-lyon-1101-41913-9-a.wav	airport
audio/airport-lyon-1041-42041-0-a.wav	airport
audio/airport-lyon-1041-42041-1-a.wav	airport
audio/airport-lyon-1041-42041-2-a.wav	airport
audio/airport-lyon-1041-42041-3-a.wav	airport
audio/airport-lyon-1041-42041-4-a.wav	airport
audio/airport-lyon-1041-42041-5-a.wav	airport
audio/airport-lyon-1041-42041-6-a.wav	airport
audio/airport-lyon-1041-42041-7-a.wav	airport
audio/airport-lyon-1041-42041-8-a.wav	airport
audio/airport-lyon-1041-42041-9-a.wav	airport
audio/airport-lyon-1041-42246-0-a.wav	airport
audio/airport-lyon-1041-42246-1-a.wav	airport
audio/airport-lyon-1041-42246-2-a.wav	airport
audio/airport-lyon-1041-42246-3-a.wav	airport
audio/airport-lyon-1041-42246-4-a.wav	airport
audio/airport-lyon-1041-42246-5-a.wav	airport
audio/airport-lyon-1041-42246-6-a.wav	airport
audio/airport-lyon-1041-42246-7-a.wav	airport
audio/airport-lyon-1041-42246-8-a.wav	airport
audio/airport-lyon-1041-42246-9-a.wav	airport
audio/airport-lisbon-1114-42659-0-a.wav	airport
audio/airport-lisbon-1114-42659-1-a.wav	airport
audio/airport-lisbon-1114-42659-2-a.wav	airport
audio/airport-lisbon-1114-42659-3-a.wav	airport
audio/airport-lisbon-1114-42659-4-a.wav	airport
audio/airport-lisbon-1114-42659-5-a.wav	airport
audio/airport-lisbon-1114-42659-6-a.wav	airport
audio/airport-lisbon-1114-42659-7-a.wav	airport
audio/airport-lisbon-1114-42659-8-a.wav	airport
audio/airport-lisbon-1114-42659-9-a.wav	airport
audio/airport-prague-1015-42736-0-a.wav	airport
audio/airport-prague-1015-42736-1-a.wav	airport
audio/airport-prague-1015-42736-2-a.wav	airport
audio/airport-prague-1015-42736-3-a.wav	airport
audio/airport-prague-1015-42736-4-a.wav	airport
audio/airport-prague-1015-42736-5-a.wav	airport
audio/airport-prague-1015-42736-6-a.wav	airport
audio/airport-prague-1015-42736-7-a.wav	airport
audio/airport-prague-1015-42736-8-a.wav	airport
audio/airport-prague-1015-42736-9-a.wav	airport
audio/airport-prague-1034-42842-0-a.wav	airport
audio/airport-prague-1034-42842-1-a.wav	airport
audio/airport-prague-1034-42842-2-a.wav	airport
audio/airport-prague-1034-42842-3-a.wav	airport
audio/airport-prague-1034-42842-4-a.wav	airport
audio/airport-prague-1034-42842-5-a.wav	airport
audio/airport-prague-1034-42842-6-a.wav	airport
audio/airport-prague-1034-42842-7-a.wav	airport
audio/airport-prague-1034-42842-8-a.wav	airport
audio/airport-prague-1034-42842-9-a.wav	airport
audio/airport-lyon-1101-43038-0-a.wav	airport
audio/airport-lyon-1101-43038-1-a.wav	airport
audio/airport-lyon-1101-43038-2-a.wav	airport
audio/airport-lyon-1101-43038-3-a.wav	airport
audio/airport-lyon-1101-43038-4-a.wav	airport
audio/airport-lyon-1101-43038-5-a.wav	airport
audio/airport-lyon-1101-43038-6-a.wav	airport
audio/airport-lyon-1101-43038-7-a.wav	airport
audio/airport-lyon-1101-43038-8-a.wav	airport
audio/airport-lyon-1101-43038-9-a.wav	airport
audio/airport-lisbon-1114-43181-0-a.wav	airport
